_id,userId,accountId,amount,currency,type,category,description,occuredAt
"{""$oid"": ""92ec6f3d6374c4e78e56d30f""}","{""$oid"": ""ec42c3b2f1af27aeacaf87c6""}","{""$oid"": ""49690055a8d409d55e91ffef""}",2722.83,USD,expense,Diğer,Diğer harcama,"{""$date"": ""2025-12-14T08:14:08.014000Z""}"
"{""$oid"": ""0279a72c874967dfaa54cc5d""}","{""$oid"": ""4d5786d2b6e91148a3608fd5""}","{""$oid"": ""c6c6205dbd93fddeec474b6e""}",1516.03,TRY,expense,Yemek,GetirYemek,"{""$date"": ""2025-11-04T04:55:08.014000Z""}"
"{""$oid"": ""ef5d27c3c8ff491885204cde""}","{""$oid"": ""e28ac8c35b92f0154e6ced1a""}","{""$oid"": ""14b0feaa523adbbf53426cd5""}",30.88,TRY,expense,Diğer,Komisyon,"{""$date"": ""2025-11-17T23:36:08.014000Z""}"
"{""$oid"": ""e0e99caeb996d51793989f6f""}","{""$oid"": ""9fdeb1d45b64f41dec28a914""}","{""$oid"": ""60e8977c1bc24ee97367be41""}",4476.87,USD,expense,Diğer,Bağış,"{""$date"": ""2025-11-03T11:42:08.014000Z""}"
"{""$oid"": ""96ee799f7d7c6cebe0b4cf7c""}","{""$oid"": ""34a25da675ae4786278a5c6f""}","{""$oid"": ""a38d5385e28a95a6f2ff756f""}",521.6,TRY,expense,Eğlence,Konser,"{""$date"": ""2025-12-21T07:07:08.014000Z""}"
"{""$oid"": ""ef2b0f02c09d467a7c972659""}","{""$oid"": ""da891b81d22c5a7f735b9de1""}","{""$oid"": ""45150464d9fb67c74c9fb2d8""}",541.83,USD,income,Transfer,Para transferi,"{""$date"": ""2025-10-28T15:40:08.014000Z""}"
"{""$oid"": ""8e09fe908fdfc299295831d0""}","{""$oid"": ""f6d20dd0efa47a2a046496ec""}","{""$oid"": ""f6e9b4e1260ff638b56f173e""}",3452.4,TRY,income,Maaş,Prim,"{""$date"": ""2025-11-18T04:04:08.014000Z""}"
"{""$oid"": ""cd775751803de45f2f055a19""}","{""$oid"": ""3bd85de641b4e96265d22b4c""}","{""$oid"": ""9859831fea827c2cb68858a6""}",4463.51,TRY,expense,Diğer,Hediye,"{""$date"": ""2025-12-03T09:47:08.014000Z""}"
"{""$oid"": ""fafefc92ffc0e95de3731c19""}","{""$oid"": ""a3d713a7af305efccf312c58""}","{""$oid"": ""b2a13ae830b5d27b8ba96ba4""}",4435.95,TRY,income,Maaş,Ek gelir,"{""$date"": ""2025-11-27T07:34:08.014000Z""}"
"{""$oid"": ""48df327d68ee78c30be4b98d""}","{""$oid"": ""1dca75cf82ceb498371147dc""}","{""$oid"": ""e9c57468a4ff1ad60a212d7c""}",4066.04,TRY,expense,Market,Migros,"{""$date"": ""2025-11-21T03:45:08.014000Z""}"
"{""$oid"": ""77f84c3bea283b700f792641""}","{""$oid"": ""66d27677c70e1a4d43cebd5d""}","{""$oid"": ""e2e6cb7e3171b272e04da9f2""}",3368.29,TRY,expense,Diğer,Diğer harcama,"{""$date"": ""2025-12-06T02:52:08.014000Z""}"
"{""$oid"": ""59a8e3b22ae08639a2bd7f22""}","{""$oid"": ""75112c6dd35a0db2f5d8c512""}","{""$oid"": ""03113eb21f914e78b5eeaa0a""}",3151.54,USD,expense,Ulaşım,Otopark,"{""$date"": ""2025-11-01T23:02:08.014000Z""}"
"{""$oid"": ""467f0ed1c4f211fc70f526d0""}","{""$oid"": ""221464edf3305cf34d5a7ea5""}","{""$oid"": ""319c02645d69585eb0b93abe""}",4709.86,TRY,expense,Eğlence,Müze,"{""$date"": ""2025-11-07T15:26:08.014000Z""}"
"{""$oid"": ""14926c64aa12fdd06c9f0e90""}","{""$oid"": ""0001388848c73a89bc8d26e1""}","{""$oid"": ""6d44fb8a12c931bfa86b3023""}",4832.3,USD,expense,Yemek,GetirYemek,"{""$date"": ""2025-12-14T02:10:08.014000Z""}"
"{""$oid"": ""a55ee9c2be01e4789af3d101""}","{""$oid"": ""87a47f8143abd411c100ae5e""}","{""$oid"": ""cc2e4bd74eb1ab25be8f0d5a""}",1130.03,EUR,expense,Eğlence,Sinema,"{""$date"": ""2025-12-21T08:09:08.014000Z""}"
"{""$oid"": ""94d3ac9850fc773a98e42370""}","{""$oid"": ""73e9c64243699b021d9db9f2""}","{""$oid"": ""a7435ffb6094d8f24ab21b04""}",4487.13,TRY,expense,Alışveriş,Trendyol,"{""$date"": ""2025-11-04T08:28:08.014000Z""}"
"{""$oid"": ""4c88b3b697e73aec4f50e444""}","{""$oid"": ""8aa3c914a0b94a47b2f65103""}","{""$oid"": ""079ea22a3471905392c7d52c""}",4510.98,USD,expense,Ulaşım,Metro,"{""$date"": ""2025-11-22T09:11:08.014000Z""}"
"{""$oid"": ""f7f596c300498f1cf01d7129""}","{""$oid"": ""0de88e6b73a2331c15626204""}","{""$oid"": ""197258d1d8c4aec68571342b""}",3469.98,USD,expense,Eğlence,Sinema,"{""$date"": ""2025-12-21T03:28:08.014000Z""}"
"{""$oid"": ""9fb6501da328e9846e84e785""}","{""$oid"": ""ec42c3b2f1af27aeacaf87c6""}","{""$oid"": ""a1baaba839538da1d577f6aa""}",3301.72,EUR,income,Maaş,Bonus,"{""$date"": ""2025-11-17T13:16:08.014000Z""}"
"{""$oid"": ""397e7cb26861a428c9050ba8""}","{""$oid"": ""da891b81d22c5a7f735b9de1""}","{""$oid"": ""45150464d9fb67c74c9fb2d8""}",67.95,USD,income,Transfer,Para transferi,"{""$date"": ""2025-11-04T08:40:08.014000Z""}"
"{""$oid"": ""f6b03d55e160d86d7adc247c""}","{""$oid"": ""34a25da675ae4786278a5c6f""}","{""$oid"": ""a38d5385e28a95a6f2ff756f""}",949.28,TRY,expense,Faturalar,Doğalgaz faturası,"{""$date"": ""2025-12-13T00:40:08.014000Z""}"
"{""$oid"": ""dba192bb0c6d3b73a0c356e5""}","{""$oid"": ""44fde454fb7a712f19f94b83""}","{""$oid"": ""bd6452661fe9a5bf6563bffd""}",1561.66,TRY,expense,Sağlık,Laboratuvar,"{""$date"": ""2025-11-16T13:12:08.014000Z""}"
"{""$oid"": ""c416c8a94cf81749df661bf8""}","{""$oid"": ""7944e731a62918240bd2444d""}","{""$oid"": ""5ef9ec7e3b40b6385e794a22""}",3223.08,EUR,expense,Sağlık,Hastane,"{""$date"": ""2025-12-05T06:50:08.014000Z""}"
"{""$oid"": ""17a56cd13c154d829cd38978""}","{""$oid"": ""e0591aa9db86dfd6f81dea3b""}","{""$oid"": ""60faa02d2e6c9ba6044f8f96""}",1884.17,EUR,income,Maaş,Bonus,"{""$date"": ""2025-12-15T15:19:08.014000Z""}"
"{""$oid"": ""0f2876c74d33c4db368b86b3""}","{""$oid"": ""565d70edfb389535c545b073""}","{""$oid"": ""90533974bd6b6bb2666de51c""}",4957.43,EUR,expense,Diğer,Diğer harcama,"{""$date"": ""2025-11-05T10:15:08.014000Z""}"
"{""$oid"": ""14a938a1b736c40054b4e399""}","{""$oid"": ""a7efa29b85f3b13bea969d4c""}","{""$oid"": ""b7c123f9f916ea22a793e6bf""}",3077.15,USD,expense,Diğer,Hediye,"{""$date"": ""2025-12-07T03:11:08.014000Z""}"
"{""$oid"": ""a2ec957f53b5df10369d858b""}","{""$oid"": ""0eff0798420a0da1dc37280d""}","{""$oid"": ""927e0b7c5882bf050573f32a""}",3950.42,USD,expense,Diğer,Bağış,"{""$date"": ""2025-11-16T03:34:08.014000Z""}"
"{""$oid"": ""5e382f5a1e6387b4ff557228""}","{""$oid"": ""f38f6eb23c77888777226fc9""}","{""$oid"": ""b326eb1064cdd5b51d3c8cf5""}",3527.28,TRY,expense,Ulaşım,Otopark,"{""$date"": ""2025-11-04T04:15:08.014000Z""}"
"{""$oid"": ""904106b4c91815aa6212516a""}","{""$oid"": ""fc909e037704baa8686430c8""}","{""$oid"": ""5b70a37376bb7d8b131b3e02""}",1059.2,TRY,expense,Diğer,Komisyon,"{""$date"": ""2025-11-13T16:01:08.014000Z""}"
"{""$oid"": ""108f24c7817455882b143cec""}","{""$oid"": ""0a49181b706b9400bb575d39""}","{""$oid"": ""15c1c96d0b981b6f03d8670c""}",1628.56,EUR,expense,Alışveriş,H&M,"{""$date"": ""2025-12-11T14:25:08.014000Z""}"
"{""$oid"": ""e9b5761e0d57fe832022410b""}","{""$oid"": ""5e79bf3c3bdada5872fa8fcb""}","{""$oid"": ""a4d85f6fe8893bb85772ee7d""}",3896.23,USD,expense,Market,CarrefourSA,"{""$date"": ""2025-11-05T11:44:08.014000Z""}"
"{""$oid"": ""63428be9aa56257140dbde00""}","{""$oid"": ""074a69243b2dace8bf90af3a""}","{""$oid"": ""ab5409978e0378328eb333ba""}",4939.34,TRY,expense,Faturalar,Telefon faturası,"{""$date"": ""2025-12-18T16:46:08.014000Z""}"
"{""$oid"": ""c03eb43d297fa59b4662999d""}","{""$oid"": ""4b86ebdff8953602ab2e6b4a""}","{""$oid"": ""3aa0aa3a4c38661d941456c8""}",915.98,EUR,expense,Ulaşım,Otopark,"{""$date"": ""2025-11-18T20:54:08.014000Z""}"
"{""$oid"": ""54b0d6dd543cf15e731db526""}","{""$oid"": ""9ac19681c61f40aaa63d8082""}","{""$oid"": ""36bc19cbc9514fc90a7201fc""}",1365.45,TRY,expense,Yemek,Yemeksepeti,"{""$date"": ""2025-11-27T15:42:08.014000Z""}"
"{""$oid"": ""01ad1424dc59337049df3ee5""}","{""$oid"": ""f937afb03d65bf479e3314e9""}","{""$oid"": ""83fa96045ad7e79f1b8da03c""}",896.82,USD,expense,Alışveriş,Teknosa,"{""$date"": ""2025-12-07T01:13:08.014000Z""}"
"{""$oid"": ""d835641cfff4a64aee6fbd06""}","{""$oid"": ""568d140201adfd7036cc63f8""}","{""$oid"": ""8e8edb644a27b34f8bbdf00d""}",365.95,TRY,expense,Transfer,Para transferi,"{""$date"": ""2025-10-29T15:24:08.014000Z""}"
"{""$oid"": ""cce563c8e5eb46c1f9223fec""}","{""$oid"": ""7aa335bc9a356fcd58e30efe""}","{""$oid"": ""5d70c7355e00c0f6ab44cc1c""}",1845.17,TRY,expense,Faturalar,İnternet faturası,"{""$date"": ""2025-11-21T08:36:08.014000Z""}"
"{""$oid"": ""78d1eed3baececdff6fef13d""}","{""$oid"": ""66d27677c70e1a4d43cebd5d""}","{""$oid"": ""bcff6e4fc1080faadc6f4172""}",3507.78,EUR,expense,Diğer,Bağış,"{""$date"": ""2025-12-22T05:48:08.014000Z""}"
"{""$oid"": ""6e41631cf6b20e562d8c1bbd""}","{""$oid"": ""4c83e9a4068e4226a39aea21""}","{""$oid"": ""d9ea6a9a41262e40f22d4127""}",211.57,EUR,income,Transfer,Para transferi,"{""$date"": ""2025-11-23T06:20:08.014000Z""}"
"{""$oid"": ""66e77fd5b5cb50e9ca05eb38""}","{""$oid"": ""d9d43e7bea63f1b6360efc86""}","{""$oid"": ""654efb265e96acdf2f00e026""}",4868.92,EUR,expense,Sağlık,Hastane,"{""$date"": ""2025-11-06T15:03:08.014000Z""}"
"{""$oid"": ""8eaec206c81f5b662da80f4a""}","{""$oid"": ""edee5f7717502f247c7d16ae""}","{""$oid"": ""ff471dd177e92cdc0ee0702a""}",280.94,USD,expense,Ulaşım,Yakıt,"{""$date"": ""2025-12-10T07:28:08.014000Z""}"
"{""$oid"": ""908392beac84a594c0f67f22""}","{""$oid"": ""3453b2417e10989f8bf2e06a""}","{""$oid"": ""d17cb21a58e376cfcdcee817""}",4085.02,USD,expense,Market,Şok,"{""$date"": ""2025-12-07T06:56:08.014000Z""}"
"{""$oid"": ""1d0bfd5381aa946163d403d9""}","{""$oid"": ""395cc973064f095e52ab4471""}","{""$oid"": ""ef078e9645413a525e4ea3da""}",4591.24,USD,income,Maaş,Bonus,"{""$date"": ""2025-12-22T11:15:08.014000Z""}"
"{""$oid"": ""bc2871d21452eb7bb0e30052""}","{""$oid"": ""abe69d5a80573274e709e96f""}","{""$oid"": ""10e9a24a19dd5adc3d775aec""}",3774.37,EUR,expense,Sağlık,Diş,"{""$date"": ""2025-11-19T19:49:08.014000Z""}"
"{""$oid"": ""aa2e6b1e31d7e68428eb822d""}","{""$oid"": ""4ebeac271a28ec4b8132159b""}","{""$oid"": ""c1297c6ccb0ed4b05a164539""}",1033.6,EUR,expense,Market,BİM,"{""$date"": ""2025-12-23T09:49:08.014000Z""}"
"{""$oid"": ""06e4f0ff32574cfddcf22ceb""}","{""$oid"": ""d82fca2682b433fd6e792592""}","{""$oid"": ""9da09644e1f9494e281562af""}",1993.56,TRY,expense,Ulaşım,Taksi,"{""$date"": ""2025-11-21T14:10:08.014000Z""}"
"{""$oid"": ""54bc2d9e4c2806bfd8f58bcd""}","{""$oid"": ""9ac19681c61f40aaa63d8082""}","{""$oid"": ""36bc19cbc9514fc90a7201fc""}",3794.45,TRY,expense,Sağlık,Özel sağlık sigortası,"{""$date"": ""2025-11-19T20:08:08.014000Z""}"
"{""$oid"": ""b8513241809065ff6630fd8d""}","{""$oid"": ""ae4c003d3df6fde66bc24ad3""}","{""$oid"": ""6c07d488fd070de276c4e316""}",3715.39,EUR,expense,Market,İstegelsin,"{""$date"": ""2025-11-30T14:30:08.014000Z""}"
"{""$oid"": ""114eddf802f826cf24878d5d""}","{""$oid"": ""a86e236d6d582456067fd225""}","{""$oid"": ""c0d7bb2e3712773aee675fd1""}",3983.27,USD,expense,Market,BİM,"{""$date"": ""2025-10-26T11:12:08.014000Z""}"
"{""$oid"": ""1c32846947839f92aee19690""}","{""$oid"": ""d9d43e7bea63f1b6360efc86""}","{""$oid"": ""654efb265e96acdf2f00e026""}",4119.13,EUR,expense,Faturalar,Telefon faturası,"{""$date"": ""2025-11-26T13:39:08.014000Z""}"
"{""$oid"": ""d5e2f55bd29344bfa271b3b5""}","{""$oid"": ""d23a67d9e45f27d643b300e8""}","{""$oid"": ""f3c7cc6712d9d50dece0b1dc""}",916.69,USD,expense,Market,Migros,"{""$date"": ""2025-11-02T15:12:08.014000Z""}"
"{""$oid"": ""f1314d4856b9fff18ba775cb""}","{""$oid"": ""8873b1a2eaaa8aba6efce5f5""}","{""$oid"": ""d236e82be7ee5aed1f81acec""}",2674.8,USD,expense,Eğlence,Tiyatro,"{""$date"": ""2025-11-04T02:54:08.014000Z""}"
"{""$oid"": ""e6aa4948bc2770543086f442""}","{""$oid"": ""4107eb402f6ec92253540a81""}","{""$oid"": ""b67d882419d7714fd84dbaba""}",2544.39,TRY,expense,Yemek,Kafe,"{""$date"": ""2025-12-18T02:48:08.014000Z""}"
"{""$oid"": ""3212acf9ac1090b4be3d03cb""}","{""$oid"": ""8f5da17351d8853d1771b5e2""}","{""$oid"": ""73c55fca59e8642725e07404""}",1131.18,USD,income,Maaş,Bonus,"{""$date"": ""2025-11-11T18:27:08.014000Z""}"
"{""$oid"": ""e37f0ade03061aa33d5094cc""}","{""$oid"": ""3453b2417e10989f8bf2e06a""}","{""$oid"": ""d17cb21a58e376cfcdcee817""}",636.69,USD,income,Maaş,Prim,"{""$date"": ""2025-12-09T17:51:08.014000Z""}"
"{""$oid"": ""65e835d84c7e9db0b07cc843""}","{""$oid"": ""a52377a9f5c6dc9210414bea""}","{""$oid"": ""fd55d360e227c34d8799833f""}",978.47,USD,expense,Eğlence,Oyun,"{""$date"": ""2025-12-20T04:28:08.014000Z""}"
"{""$oid"": ""e18b1942445774d385e010d0""}","{""$oid"": ""e28ac8c35b92f0154e6ced1a""}","{""$oid"": ""258269e6f0a05567e26711d3""}",2573.53,USD,expense,Transfer,Para transferi,"{""$date"": ""2025-11-14T09:02:08.014000Z""}"
"{""$oid"": ""6e2e81ce4a229d01ca9d2c7d""}","{""$oid"": ""d10e83240d479173cf7eff86""}","{""$oid"": ""f6e91dbf5839ce08c28a02e9""}",1186.29,TRY,expense,Alışveriş,Trendyol,"{""$date"": ""2025-12-14T23:07:08.014000Z""}"
"{""$oid"": ""b8ed54dcf934ede8f33a405c""}","{""$oid"": ""58b251c359c4fbb76f5e6443""}","{""$oid"": ""172db452e11cef4baed3df8b""}",773.11,EUR,expense,Transfer,Para transferi,"{""$date"": ""2025-11-21T09:38:08.014000Z""}"
"{""$oid"": ""8bb182eb9daf65b5baae1dfc""}","{""$oid"": ""8ba3d9e8c4722bbb555cd833""}","{""$oid"": ""ebb48419a84e8d8677d44531""}",1471.87,TRY,expense,Sağlık,Vitamin/İlaç,"{""$date"": ""2025-11-06T00:34:08.014000Z""}"
"{""$oid"": ""c2a50506c6c51724f3d132bd""}","{""$oid"": ""0001388848c73a89bc8d26e1""}","{""$oid"": ""6d44fb8a12c931bfa86b3023""}",2813.7,USD,expense,Eğlence,Sinema,"{""$date"": ""2025-12-10T14:41:08.014000Z""}"
"{""$oid"": ""8ac649e6871daf8d9622d817""}","{""$oid"": ""b934b02c4bb9482ea82a6cb8""}","{""$oid"": ""8c0b5cf1a14703eff8edca7a""}",3223.41,TRY,expense,Sağlık,Muayene,"{""$date"": ""2025-12-20T05:33:08.014000Z""}"
"{""$oid"": ""ec09e92e1c0361ff32fb5446""}","{""$oid"": ""074a69243b2dace8bf90af3a""}","{""$oid"": ""92d92bee809cd0d78306b37c""}",4774.65,USD,income,Maaş,Bonus,"{""$date"": ""2025-11-28T12:36:08.014000Z""}"
"{""$oid"": ""3652ad153bec290654875287""}","{""$oid"": ""030e6e0b656e969bc0906be5""}","{""$oid"": ""5bacb729ffc252db2d746b8a""}",4542.17,TRY,expense,Yemek,Paket servis,"{""$date"": ""2025-11-12T08:32:08.014000Z""}"
"{""$oid"": ""c421bfd358d6c8ab6ed24788""}","{""$oid"": ""702d7b875181abc377ff1f22""}","{""$oid"": ""5d7cb218bbd5515e1d01b90a""}",104.4,EUR,expense,Alışveriş,H&M,"{""$date"": ""2025-12-10T23:20:08.014000Z""}"
"{""$oid"": ""867a4f4f561580566565a621""}","{""$oid"": ""64c72857f4de03894ccd35d8""}","{""$oid"": ""4576fa6e23e50eee6a226a15""}",2235.6,USD,expense,Ulaşım,Metro,"{""$date"": ""2025-11-27T12:03:08.014000Z""}"
"{""$oid"": ""3d6caba6d46b9cdcd4762fa1""}","{""$oid"": ""ec602447306444bfd4ea9bc3""}","{""$oid"": ""ada066e2148ffeea832fa099""}",57.06,TRY,expense,Market,BİM,"{""$date"": ""2025-11-03T10:25:08.014000Z""}"
"{""$oid"": ""9b1a64b1c822598afcefc277""}","{""$oid"": ""f38f6eb23c77888777226fc9""}","{""$oid"": ""836ccde4d1da9817b92a2226""}",3407.55,TRY,expense,Diğer,Hediye,"{""$date"": ""2025-12-04T18:24:08.014000Z""}"
"{""$oid"": ""f3a3a65f5b1d8806bd293c1c""}","{""$oid"": ""4d5786d2b6e91148a3608fd5""}","{""$oid"": ""c6c6205dbd93fddeec474b6e""}",2952.84,TRY,expense,Eğlence,Netflix,"{""$date"": ""2025-10-27T23:35:08.014000Z""}"
"{""$oid"": ""2100acca8555491af22d5edd""}","{""$oid"": ""80b092b653690a1b0941f5d9""}","{""$oid"": ""a62cb91c34aa27a2ea5bd47d""}",4562.36,EUR,expense,Market,BİM,"{""$date"": ""2025-12-24T12:09:08.014000Z""}"
"{""$oid"": ""6baf0b657a1442f840599007""}","{""$oid"": ""defa0f08bc28d9963603c52c""}","{""$oid"": ""e4dac34964472db4b4213173""}",2905.16,EUR,expense,Diğer,Diğer harcama,"{""$date"": ""2025-11-06T07:41:08.014000Z""}"
"{""$oid"": ""96f53962f2e22da9e5a3e7b5""}","{""$oid"": ""102c83d351762da5333dddba""}","{""$oid"": ""205d5b9c74143948842a517a""}",2749.66,USD,expense,Ulaşım,Uçak bileti,"{""$date"": ""2025-12-05T00:01:08.014000Z""}"
"{""$oid"": ""8029894c1ed54f516ef1f012""}","{""$oid"": ""72319c93225f3f0ae9e05f44""}","{""$oid"": ""e728d9181156267769c02144""}",1113.64,USD,expense,Alışveriş,Teknosa,"{""$date"": ""2025-12-02T17:21:08.014000Z""}"
"{""$oid"": ""52ba09030f3311f030208522""}","{""$oid"": ""395cc973064f095e52ab4471""}","{""$oid"": ""ef078e9645413a525e4ea3da""}",1786.77,USD,expense,Yemek,Yemeksepeti,"{""$date"": ""2025-12-10T10:06:08.014000Z""}"
"{""$oid"": ""fdfff539b2222bdd78a8e73c""}","{""$oid"": ""34a25da675ae4786278a5c6f""}","{""$oid"": ""a38d5385e28a95a6f2ff756f""}",890.35,TRY,expense,Alışveriş,Teknosa,"{""$date"": ""2025-11-16T21:16:08.014000Z""}"
"{""$oid"": ""71b5f1ad217ca08750075eec""}","{""$oid"": ""80d9a608496cab154b22286d""}","{""$oid"": ""d92820630f03857f4a9514de""}",2102.46,TRY,expense,Faturalar,Elektrik faturası,"{""$date"": ""2025-10-26T21:06:08.014000Z""}"
"{""$oid"": ""6629e8096aff7f8f5e450654""}","{""$oid"": ""f5735309b4602dd75fb7fc81""}","{""$oid"": ""6a8ee367e14fa7fe84cf31f3""}",2163.75,USD,expense,Alışveriş,Hepsiburada,"{""$date"": ""2025-12-15T05:56:08.014000Z""}"
"{""$oid"": ""603d3877f1e46bdca09b6fb2""}","{""$oid"": ""a209ad666991b6cb7b869f98""}","{""$oid"": ""c6fe2966dffa39b51a995ec9""}",2661.84,EUR,expense,Yemek,Paket servis,"{""$date"": ""2025-12-19T09:14:08.014000Z""}"
"{""$oid"": ""d44a813bf9db0642298311f5""}","{""$oid"": ""205394db9d171ebc1b2b14be""}","{""$oid"": ""be77d7dbffd53d54ee1f7496""}",2760.54,TRY,expense,Sağlık,Diş,"{""$date"": ""2025-12-02T19:09:08.014000Z""}"
"{""$oid"": ""791daf23be5d6db21b45a0a1""}","{""$oid"": ""d89e7a377d74a0e7500ade68""}","{""$oid"": ""196ee9ef69088ddd1d921835""}",2368.72,EUR,expense,Sağlık,Muayene,"{""$date"": ""2025-11-02T20:00:08.014000Z""}"
"{""$oid"": ""157756bd1e7ad12206ce23e3""}","{""$oid"": ""9ac19681c61f40aaa63d8082""}","{""$oid"": ""4411cb2acd6ffb54784aef37""}",3589.28,USD,income,Maaş,Prim,"{""$date"": ""2025-11-30T19:32:08.014000Z""}"
"{""$oid"": ""da4597c86a366f79028018c5""}","{""$oid"": ""2f0705e7601f548b8be20a8d""}","{""$oid"": ""6f46a85cf56040a17da1eb9b""}",2286.94,TRY,income,Transfer,Para transferi,"{""$date"": ""2025-11-06T09:36:08.014000Z""}"
"{""$oid"": ""279e2f2494986a1a2b9f004f""}","{""$oid"": ""2ae21608990ca8725e23830a""}","{""$oid"": ""5da072318735ed9b21099246""}",1687.97,TRY,expense,Alışveriş,Decathlon,"{""$date"": ""2025-11-17T09:57:08.014000Z""}"
"{""$oid"": ""7ccd2dc5df16397aa51997fe""}","{""$oid"": ""4b86ebdff8953602ab2e6b4a""}","{""$oid"": ""654d30a53abe31da1fd21320""}",4511.52,TRY,expense,Market,CarrefourSA,"{""$date"": ""2025-10-30T17:43:08.014000Z""}"
"{""$oid"": ""2ea4c73ef1e20064e57c4ae4""}","{""$oid"": ""8bf8e2d3a072683d1b7360b3""}","{""$oid"": ""dc1af062f6740f468041e5a4""}",3266.81,USD,expense,Diğer,Hediye,"{""$date"": ""2025-11-07T07:17:08.014000Z""}"
"{""$oid"": ""139b8990bb7c2c84cb8b15de""}","{""$oid"": ""4e615750e88a7055219dc83a""}","{""$oid"": ""b0e9a445b29162480688b015""}",545.43,USD,expense,Market,Şok,"{""$date"": ""2025-11-02T04:26:08.014000Z""}"
"{""$oid"": ""5a39682d24d1df5809b8ded9""}","{""$oid"": ""d9d43e7bea63f1b6360efc86""}","{""$oid"": ""f0994d5c497884d7f43b09a7""}",125.71,TRY,expense,Ulaşım,HGS/OGS,"{""$date"": ""2025-11-07T02:01:08.014000Z""}"
"{""$oid"": ""e50a2fce5b5f42fbb1cd3a6d""}","{""$oid"": ""40360e41cedcfe62e68a742c""}","{""$oid"": ""5956a73dd7449eda241362f1""}",1477.31,EUR,expense,Eğlence,Müze,"{""$date"": ""2025-12-06T15:54:08.014000Z""}"
"{""$oid"": ""68c466994bc71f661b34b86c""}","{""$oid"": ""b4b5b1e37a599c1d6e0f5c7e""}","{""$oid"": ""10e9b4d1f1eb3413e7833e10""}",1312.7,USD,expense,Faturalar,Aidat,"{""$date"": ""2025-11-04T05:41:08.014000Z""}"
"{""$oid"": ""719676f23b5a617abe2f5246""}","{""$oid"": ""a5261e4e973e49de2bc2fbd5""}","{""$oid"": ""19750b99f0adc1ad624d4f58""}",4583.96,TRY,expense,Yemek,Kafe,"{""$date"": ""2025-11-17T09:03:08.014000Z""}"
"{""$oid"": ""50b66f8d3e65a32a05fb082e""}","{""$oid"": ""dbf39b26b3ee2f6e93300762""}","{""$oid"": ""ab73c81a9a079913f5942f1a""}",1389.15,TRY,expense,Transfer,Para transferi,"{""$date"": ""2025-12-14T02:46:08.014000Z""}"
"{""$oid"": ""9b41e673dd776f97b54a1f7f""}","{""$oid"": ""18dc9e80d4f7459c743922db""}","{""$oid"": ""bbfb1daddb0719cdcafc3a81""}",3725.23,TRY,expense,Sağlık,Özel sağlık sigortası,"{""$date"": ""2025-11-25T11:04:08.014000Z""}"
"{""$oid"": ""40fef5b8dc5dd7f1e3432f79""}","{""$oid"": ""1a29640cc14628ad40ec0776""}","{""$oid"": ""8d621ee220d4978a3b241263""}",4943.13,EUR,expense,Transfer,Para transferi,"{""$date"": ""2025-12-16T17:59:08.014000Z""}"
"{""$oid"": ""bd3e0454da2b93ff00612169""}","{""$oid"": ""9c352bd52d0a3be05cbeb45c""}","{""$oid"": ""9a77ea5f0a29720b36558819""}",4621.9,EUR,expense,Alışveriş,H&M,"{""$date"": ""2025-12-17T08:17:08.014000Z""}"
"{""$oid"": ""1c52ad8f6d91c5e12f9d3b1f""}","{""$oid"": ""58b251c359c4fbb76f5e6443""}","{""$oid"": ""172db452e11cef4baed3df8b""}",1506.0,EUR,expense,Yemek,Paket servis,"{""$date"": ""2025-12-06T17:12:08.014000Z""}"
"{""$oid"": ""63a7d4feedc66f324038db70""}","{""$oid"": ""4ef1d93732e689dd2d4d7d2a""}","{""$oid"": ""337ed90ef818dd2f96b4493d""}",4530.55,USD,expense,Alışveriş,H&M,"{""$date"": ""2025-12-07T16:09:08.014000Z""}"
"{""$oid"": ""7ef62d8b242ef4b568e5db1e""}","{""$oid"": ""d89e7a377d74a0e7500ade68""}","{""$oid"": ""196ee9ef69088ddd1d921835""}",3597.28,EUR,income,Maaş,Prim,"{""$date"": ""2025-11-24T01:47:08.014000Z""}"
"{""$oid"": ""a085a4c8e8f53fb2b5eee3e4""}","{""$oid"": ""e5ecab85c44647b1b28418c4""}","{""$oid"": ""43b288a423431fbf6cbfae79""}",1773.45,EUR,expense,Diğer,Nakit çekim,"{""$date"": ""2025-11-30T05:42:08.014000Z""}"
"{""$oid"": ""6454ff51096693bf0447c0dc""}","{""$oid"": ""8adf9cb7606948485e34f873""}","{""$oid"": ""f604bd67d97c57538896689d""}",4047.08,USD,expense,Diğer,Bağış,"{""$date"": ""2025-11-29T14:46:08.014000Z""}"
"{""$oid"": ""1bc1d6b22da4b44a6f3324ce""}","{""$oid"": ""7aa335bc9a356fcd58e30efe""}","{""$oid"": ""5d70c7355e00c0f6ab44cc1c""}",1780.33,TRY,expense,Sağlık,Özel sağlık sigortası,"{""$date"": ""2025-11-01T18:53:08.014000Z""}"
"{""$oid"": ""47951cb886361001743dd935""}","{""$oid"": ""c10c92fdb21a4596eaaf15db""}","{""$oid"": ""125319753b85bcf7923d98c4""}",1343.63,TRY,expense,Diğer,Nakit çekim,"{""$date"": ""2025-12-18T12:33:08.014000Z""}"
